timestamp,localized,ax,ay,az,gx,gy,gz
1686782933791,2023-06-14T15:48:53.791(UTC-07:00),-7019,7530,3688,32767,5001,-1989
1686782933801,2023-06-14T15:48:53.801(UTC-07:00),-5806,1499,3643,32767,6733,-3206
1686782933812,2023-06-14T15:48:53.812(UTC-07:00),-4742,-4979,1537,32767,7885,-4267
1686782933822,2023-06-14T15:48:53.822(UTC-07:00),-4900,-8646,-1234,32767,7681,-4037
1686782933833,2023-06-14T15:48:53.833(UTC-07:00),-5076,-11330,-4491,32767,6615,-3517
1686782933843,2023-06-14T15:48:53.843(UTC-07:00),-4912,-14971,-8016,32767,5742,-2619
1686782933854,2023-06-14T15:48:53.854(UTC-07:00),-4339,-17241,-10480,27938,4214,-1229
1686782933864,2023-06-14T15:48:53.864(UTC-07:00),-3885,-17865,-11006,13294,1992,583
1686782933875,2023-06-14T15:48:53.875(UTC-07:00),-3113,-17701,-9647,-3017,-398,1926
1686782933885,2023-06-14T15:48:53.885(UTC-07:00),-2273,-15575,-5844,-20722,-2931,2507
1686782933896,2023-06-14T15:48:53.896(UTC-07:00),-1874,-10350,110,-32768,-5590,2636
1686782933906,2023-06-14T15:48:53.906(UTC-07:00),-2266,-3008,5083,-32768,-8166,2619
1686782933917,2023-06-14T15:48:53.917(UTC-07:00),-3209,3566,6563,-32768,-9813,2307
1686782933927,2023-06-14T15:48:53.927(UTC-07:00),-4753,7098,7090,-32768,-9987,1848
1686782933938,2023-06-14T15:48:53.938(UTC-07:00),-5676,8167,7780,-32768,-8915,2067
1686782933948,2023-06-14T15:48:53.948(UTC-07:00),-6458,8009,7311,-32768,-7592,2458
1686782933959,2023-06-14T15:48:53.959(UTC-07:00),-7339,7655,5422,-32768,-6483,2372
1686782933968,2023-06-14T15:48:53.968(UTC-07:00),-6961,11478,1319,-32768,-6784,2736
1686782933978,2023-06-14T15:48:53.978(UTC-07:00),-6407,16821,-3908,-32768,-7722,3412
1686782933988,2023-06-14T15:48:53.988(UTC-07:00),-8395,22968,-3790,-32768,-8316,4412
1686782933998,2023-06-14T15:48:53.998(UTC-07:00),-12066,26917,162,-9620,-6656,4652
1686782934007,2023-06-14T15:48:54.007(UTC-07:00),-10606,23551,5143,18313,-703,2037
1686782934017,2023-06-14T15:48:54.017(UTC-07:00),-6646,19088,6618,32767,5380,-1091
1686782934027,2023-06-14T15:48:54.027(UTC-07:00),-6131,14342,6808,32767,8296,-2898
1686782934037,2023-06-14T15:48:54.037(UTC-07:00),-5724,8686,6872,32767,9577,-4195
1686782934046,2023-06-14T15:48:54.046(UTC-07:00),-5903,4157,6503,32767,9715,-4995
1686782934056,2023-06-14T15:48:54.056(UTC-07:00),-6217,1176,6885,32767,9495,-5487
1686782934066,2023-06-14T15:48:54.066(UTC-07:00),-5897,-2226,5209,32767,9695,-5919
1686782934076,2023-06-14T15:48:54.076(UTC-07:00),-4861,-6267,1860,32767,9663,-6236
1686782934085,2023-06-14T15:48:54.085(UTC-07:00),-4053,-10407,-1539,32767,8586,-5694
1686782934095,2023-06-14T15:48:54.095(UTC-07:00),-3346,-15494,-5305,32767,7272,-4581
1686782934105,2023-06-14T15:48:54.105(UTC-07:00),-2419,-22872,-9285,32767,5868,-2931
1686782934115,2023-06-14T15:48:54.115(UTC-07:00),-2188,-29071,-10044,19443,3848,-182
1686782934124,2023-06-14T15:48:54.124(UTC-07:00),-1937,-29118,-7678,-4084,735,2566
1686782934134,2023-06-14T15:48:54.134(UTC-07:00),-1293,-22555,-1070,-31703,-2905,4009
1686782934144,2023-06-14T15:48:54.144(UTC-07:00),-166,-11447,7501,-32768,-6813,4259
1686782934154,2023-06-14T15:48:54.154(UTC-07:00),-634,-973,13492,-32768,-10447,3255
1686782934163,2023-06-14T15:48:54.163(UTC-07:00),-3279,6858,14046,-32768,-12309,1372
1686782934173,2023-06-14T15:48:54.173(UTC-07:00),-5810,11303,14591,-32768,-12472,631
1686782934183,2023-06-14T15:48:54.183(UTC-07:00),-7567,12343,12102,-32768,-11345,1418
1686782934193,2023-06-14T15:48:54.193(UTC-07:00),-8828,14868,9088,-32768,-9970,2816
1686782934202,2023-06-14T15:48:54.202(UTC-07:00),-9686,20592,4545,-32768,-9438,4342
1686782934212,2023-06-14T15:48:54.212(UTC-07:00),-9359,27125,-821,-32768,-7919,4696
1686782934222,2023-06-14T15:48:54.222(UTC-07:00),-10949,30742,871,-14839,-5463,4164
1686782934232,2023-06-14T15:48:54.232(UTC-07:00),-10744,25949,4286,15153,-273,2620
1686782934241,2023-06-14T15:48:54.241(UTC-07:00),-4736,19345,4290,32767,4710,601
1686782934251,2023-06-14T15:48:54.251(UTC-07:00),-2268,16819,3977,32767,6847,-2646
1686782934261,2023-06-14T15:48:54.261(UTC-07:00),-4809,12996,5430,32767,7352,-4924
1686782934271,2023-06-14T15:48:54.271(UTC-07:00),-7557,8357,7060,32767,8207,-6405
1686782934280,2023-06-14T15:48:54.280(UTC-07:00),-7830,4115,8022,32767,9589,-8003
1686782934290,2023-06-14T15:48:54.290(UTC-07:00),-4883,370,8212,32767,10867,-8487
1686782934300,2023-06-14T15:48:54.300(UTC-07:00),-3077,-2978,8462,32767,10486,-7354
1686782934310,2023-06-14T15:48:54.310(UTC-07:00),-3090,-11156,4613,32767,10488,-7029
1686782934319,2023-06-14T15:48:54.319(UTC-07:00),-3852,-20857,-1376,32767,10431,-6316
1686782934329,2023-06-14T15:48:54.329(UTC-07:00),-3187,-27860,-6236,32767,8393,-3080
1686782934339,2023-06-14T15:48:54.339(UTC-07:00),-1254,-30074,-9161,21747,5308,1541
1686782934349,2023-06-14T15:48:54.349(UTC-07:00),-119,-26691,-8385,-3268,1724,4209
1686782934359,2023-06-14T15:48:54.359(UTC-07:00),-373,-19372,-4361,-28397,-2035,5109
1686782934370,2023-06-14T15:48:54.370(UTC-07:00),-1296,-10701,1259,-32768,-5503,4981
1686782934380,2023-06-14T15:48:54.380(UTC-07:00),-2667,-3314,7411,-32768,-8452,4048
1686782934391,2023-06-14T15:48:54.391(UTC-07:00),-4467,2010,10550,-32768,-10073,2665
1686782934401,2023-06-14T15:48:54.401(UTC-07:00),-5786,5364,11224,-32768,-10234,1941
1686782934412,2023-06-14T15:48:54.412(UTC-07:00),-5717,8251,10782,-32768,-9624,2551
1686782934422,2023-06-14T15:48:54.422(UTC-07:00),-5638,14899,9021,-32768,-10040,3346
1686782934433,2023-06-14T15:48:54.433(UTC-07:00),-8644,25085,5748,-32768,-11059,3305
1686782934443,2023-06-14T15:48:54.443(UTC-07:00),-11811,32767,627,-32768,-9408,3873
1686782934454,2023-06-14T15:48:54.454(UTC-07:00),-12268,32220,-210,-10435,-5012,3654
1686782934464,2023-06-14T15:48:54.464(UTC-07:00),-7943,21041,1594,21376,1673,971
1686782934475,2023-06-14T15:48:54.475(UTC-07:00),-3299,14031,327,32767,5279,-1107
1686782934485,2023-06-14T15:48:54.485(UTC-07:00),-2949,11104,-1229,32767,6127,-3085
1686782934496,2023-06-14T15:48:54.496(UTC-07:00),-5910,8854,309,32767,6056,-4148
1686782934506,2023-06-14T15:48:54.506(UTC-07:00),-6894,6425,2017,32767,6861,-5052
1686782934517,2023-06-14T15:48:54.517(UTC-07:00),-6946,4686,2023,32767,7520,-5811
1686782934527,2023-06-14T15:48:54.527(UTC-07:00),-6203,1438,2838,32767,8086,-6569
1686782934538,2023-06-14T15:48:54.538(UTC-07:00),-4601,-4811,2657,32767,8454,-5679
1686782934548,2023-06-14T15:48:54.548(UTC-07:00),-3109,-14982,-610,32767,9709,-3889
1686782934559,2023-06-14T15:48:54.559(UTC-07:00),-3618,-24318,-4771,32767,9137,-2029
1686782934568,2023-06-14T15:48:54.568(UTC-07:00),-3142,-29482,-6860,25025,6045,1734
1686782934578,2023-06-14T15:48:54.578(UTC-07:00),-824,-24839,-6218,-3309,2182,5721
1686782934588,2023-06-14T15:48:54.588(UTC-07:00),516,-13038,-1787,-32768,-1960,6388
1686782934598,2023-06-14T15:48:54.598(UTC-07:00),-668,-2700,2708,-32768,-5986,4779
1686782934607,2023-06-14T15:48:54.607(UTC-07:00),-3142,4446,4992,-32768,-8346,2695
1686782934617,2023-06-14T15:48:54.617(UTC-07:00),-5339,10104,4995,-32768,-9605,1145
1686782934627,2023-06-14T15:48:54.627(UTC-07:00),-7254,16334,4985,-32768,-11182,1010
1686782934637,2023-06-14T15:48:54.637(UTC-07:00),-9657,23632,2362,-32768,-11330,1980
1686782934646,2023-06-14T15:48:54.646(UTC-07:00),-11249,27367,283,-32768,-8758,2323
1686782934656,2023-06-14T15:48:54.656(UTC-07:00),-11145,25901,244,-13430,-4167,1502
1686782934666,2023-06-14T15:48:54.666(UTC-07:00),-7323,17151,1187,12349,1347,-332
1686782934676,2023-06-14T15:48:54.676(UTC-07:00),-4702,8390,192,28363,4712,-1589
1686782934685,2023-06-14T15:48:54.685(UTC-07:00),-4386,4949,-2422,32314,5468,-2273
1686782934695,2023-06-14T15:48:54.695(UTC-07:00),-5251,4184,-4101,30930,5138,-2707
1686782934705,2023-06-14T15:48:54.705(UTC-07:00),-5658,3611,-4401,30169,4881,-2862
1686782934715,2023-06-14T15:48:54.715(UTC-07:00),-5361,2847,-4580,31355,5020,-2752
1686782934724,2023-06-14T15:48:54.724(UTC-07:00),-4836,1372,-4191,32767,5482,-3304
1686782934734,2023-06-14T15:48:54.734(UTC-07:00),-4151,-44,-3971,32580,5468,-3117
1686782934744,2023-06-14T15:48:54.744(UTC-07:00),-3969,-2613,-5312,30077,5036,-1841
1686782934754,2023-06-14T15:48:54.754(UTC-07:00),-4132,-6310,-5706,26782,4896,-606
1686782934763,2023-06-14T15:48:54.763(UTC-07:00),-4800,-8165,-7042,20528,4182,154
1686782934773,2023-06-14T15:48:54.773(UTC-07:00),-4523,-7964,-8211,11228,2831,874
1686782934783,2023-06-14T15:48:54.783(UTC-07:00),-4087,-6673,-8668,233,953,1379
1686782934793,2023-06-14T15:48:54.793(UTC-07:00),-4214,-4800,-8249,-10954,-1086,1249
1686782934802,2023-06-14T15:48:54.802(UTC-07:00),-4684,-2101,-7378,-20822,-3011,931
1686782934812,2023-06-14T15:48:54.812(UTC-07:00),-5214,935,-5951,-28411,-4683,796
1686782934822,2023-06-14T15:48:54.822(UTC-07:00),-5816,4084,-4426,-32720,-5890,800
1686782934832,2023-06-14T15:48:54.832(UTC-07:00),-6448,6986,-3513,-32768,-6386,907
1686782934841,2023-06-14T15:48:54.841(UTC-07:00),-6895,8985,-3027,-29584,-5999,987
1686782934851,2023-06-14T15:48:54.851(UTC-07:00),-7027,10115,-2984,-23006,-4838,951
1686782934861,2023-06-14T15:48:54.861(UTC-07:00),-6779,10136,-3078,-14946,-3171,733
1686782934871,2023-06-14T15:48:54.871(UTC-07:00),-6323,8877,-3464,-7077,-1451,374
1686782934880,2023-06-14T15:48:54.880(UTC-07:00),-5952,6930,-4188,-896,-97,20
1686782934890,2023-06-14T15:48:54.890(UTC-07:00),-5830,5291,-4909,2868,706,-124
1686782934900,2023-06-14T15:48:54.900(UTC-07:00),-5732,4281,-5654,4694,1057,-149
1686782934910,2023-06-14T15:48:54.910(UTC-07:00),-5525,3933,-6031,5325,1136,-136
1686782934919,2023-06-14T15:48:54.919(UTC-07:00),-5427,3997,-6033,5488,1081,-78
1686782934929,2023-06-14T15:48:54.929(UTC-07:00),-5424,4058,-5954,5724,1034,-38
1686782934939,2023-06-14T15:48:54.939(UTC-07:00),-5499,4095,-5800,6073,1034,-24
1686782934949,2023-06-14T15:48:54.949(UTC-07:00),-5582,4000,-5570,6320,1040,-13
1686782934959,2023-06-14T15:48:54.959(UTC-07:00),-5649,3817,-5568,6255,990,-10
1686782934970,2023-06-14T15:48:54.970(UTC-07:00),-5682,3405,-5679,5783,881,-67
1686782934980,2023-06-14T15:48:54.980(UTC-07:00),-5715,2942,-5889,4707,667,-107
1686782934991,2023-06-14T15:48:54.991(UTC-07:00),-5633,2544,-6210,2879,299,-75
1686782935001,2023-06-14T15:48:55.001(UTC-07:00),-5588,2425,-6279,501,-187,7
1686782935012,2023-06-14T15:48:55.012(UTC-07:00),-5611,2654,-6268,-1939,-684,125
1686782935022,2023-06-14T15:48:55.022(UTC-07:00),-5609,3239,-6159,-3992,-1114,256
1686782935033,2023-06-14T15:48:55.033(UTC-07:00),-5656,3782,-5839,-5145,-1384,357
1686782935043,2023-06-14T15:48:55.043(UTC-07:00),-5619,4220,-5602,-5330,-1442,381
1686782935054,2023-06-14T15:48:55.054(UTC-07:00),-5654,4542,-5492,-4880,-1343,350
1686782935064,2023-06-14T15:48:55.064(UTC-07:00),-5646,4808,-5298,-4200,-1200,290
1686782935075,2023-06-14T15:48:55.075(UTC-07:00),-5699,5003,-5298,-3361,-1036,229
1686782935085,2023-06-14T15:48:55.085(UTC-07:00),-5791,5024,-5245,-2233,-794,159
1686782935096,2023-06-14T15:48:55.096(UTC-07:00),-5852,5006,-5407,-1086,-545,74
1686782935106,2023-06-14T15:48:55.106(UTC-07:00),-5804,4970,-5368,-166,-341,-29
1686782935117,2023-06-14T15:48:55.117(UTC-07:00),-5809,4859,-5408,620,-197,-116
1686782935127,2023-06-14T15:48:55.127(UTC-07:00),-5835,4639,-5353,1342,-60,-155
1686782935138,2023-06-14T15:48:55.138(UTC-07:00),-5794,4323,-5383,1854,41,-163
1686782935148,2023-06-14T15:48:55.148(UTC-07:00),-5776,4096,-5431,2089,86,-149
1686782935159,2023-06-14T15:48:55.159(UTC-07:00),-5730,3883,-5358,1996,65,-128
1686782935169,2023-06-14T15:48:55.169(UTC-07:00),-5722,3676,-5408,1704,21,-100
1686782935180,2023-06-14T15:48:55.180(UTC-07:00),-5765,3579,-5367,1241,-39,-61
1686782935190,2023-06-14T15:48:55.190(UTC-07:00),-5760,3567,-5421,637,-116,-16
1686782935201,2023-06-14T15:48:55.201(UTC-07:00),-5733,3626,-5443,-125,-213,17
1686782935211,2023-06-14T15:48:55.211(UTC-07:00),-5662,3731,-5474,-913,-324,43
1686782935222,2023-06-14T15:48:55.222(UTC-07:00),-5647,3958,-5446,-1549,-424,67
1686782935232,2023-06-14T15:48:55.232(UTC-07:00),-5703,4114,-5396,-1905,-475,73
1686782935243,2023-06-14T15:48:55.243(UTC-07:00),-5706,4144,-5358,-1951,-467,58
1686782935253,2023-06-14T15:48:55.253(UTC-07:00),-5661,4168,-5327,-1765,-410,48
1686782935264,2023-06-14T15:48:55.264(UTC-07:00),-5650,4153,-5311,-1539,-323,20
1686782935275,2023-06-14T15:48:55.275(UTC-07:00),-5706,4218,-5319,-1386,-248,5
1686782935285,2023-06-14T15:48:55.285(UTC-07:00),-5755,4277,-5314,-1271,-196,-5
1686782935296,2023-06-14T15:48:55.296(UTC-07:00),-5757,4331,-5231,-1110,-152,-6
1686782935306,2023-06-14T15:48:55.306(UTC-07:00),-5733,4428,-5313,-926,-115,-4
1686782935317,2023-06-14T15:48:55.317(UTC-07:00),-5726,4509,-5255,-744,-86,-4
1686782935327,2023-06-14T15:48:55.327(UTC-07:00),-5759,4595,-5268,-553,-73,-4
1686782935338,2023-06-14T15:48:55.338(UTC-07:00),-5856,4632,-5223,-265,-26,7
1686782935348,2023-06-14T15:48:55.348(UTC-07:00),-5818,4691,-5208,50,37,-7
1686782935359,2023-06-14T15:48:55.359(UTC-07:00),-5761,4568,-5274,343,82,-44
1686782935370,2023-06-14T15:48:55.370(UTC-07:00),-5797,4351,-5318,581,132,-64
1686782935379,2023-06-14T15:48:55.379(UTC-07:00),-5763,4147,-5357,631,143,-62
1686782935389,2023-06-14T15:48:55.389(UTC-07:00),-5738,4016,-5291,548,135,-40
1686782935399,2023-06-14T15:48:55.399(UTC-07:00),-5769,3902,-5229,423,137,-5
1686782935409,2023-06-14T15:48:55.409(UTC-07:00),-5722,3882,-5324,285,143,47
1686782935418,2023-06-14T15:48:55.418(UTC-07:00),-5802,3906,-5314,130,172,107
1686782935428,2023-06-14T15:48:55.428(UTC-07:00),-5901,3885,-5326,-67,196,185
1686782935438,2023-06-14T15:48:55.438(UTC-07:00),-6076,3986,-5429,-248,233,307
1686782935448,2023-06-14T15:48:55.448(UTC-07:00),-6399,3893,-5595,-395,271,494
1686782935457,2023-06-14T15:48:55.457(UTC-07:00),-6648,3918,-5581,-455,293,742
1686782935467,2023-06-14T15:48:55.467(UTC-07:00),-6825,4023,-5522,-410,255,1042
1686782935477,2023-06-14T15:48:55.477(UTC-07:00),-7329,4137,-5504,-464,193,1397
1686782935487,2023-06-14T15:48:55.487(UTC-07:00),-8158,4173,-5304,-614,119,1854
1686782935496,2023-06-14T15:48:55.496(UTC-07:00),-9006,4198,-5148,-796,-8,2489
1686782935506,2023-06-14T15:48:55.506(UTC-07:00),-9628,4339,-5055,-1306,-215,3338
1686782935516,2023-06-14T15:48:55.516(UTC-07:00),-9670,4877,-5267,-2224,-525,4304
1686782935526,2023-06-14T15:48:55.526(UTC-07:00),-8856,5785,-5635,-3150,-830,5126
1686782935535,2023-06-14T15:48:55.535(UTC-07:00),-7597,6647,-6154,-4129,-1173,5591
1686782935545,2023-06-14T15:48:55.545(UTC-07:00),-6562,7477,-6890,-4723,-1504,5705
1686782935555,2023-06-14T15:48:55.555(UTC-07:00),-5670,8430,-7476,-5382,-1846,5469
1686782935565,2023-06-14T15:48:55.565(UTC-07:00),-4997,9388,-7912,-6890,-2444,4721
1686782935574,2023-06-14T15:48:55.574(UTC-07:00),-4486,10106,-7865,-8579,-3228,3534
1686782935584,2023-06-14T15:48:55.584(UTC-07:00),-4316,10181,-7899,-9761,-3993,2052
1686782935594,2023-06-14T15:48:55.594(UTC-07:00),-4225,9688,-7541,-9768,-4490,455
1686782935603,2023-06-14T15:48:55.603(UTC-07:00),-4110,9040,-7118,-8829,-4770,-1056
1686782935613,2023-06-14T15:48:55.613(UTC-07:00),-4083,8563,-6590,-7366,-4847,-2455
1686782935623,2023-06-14T15:48:55.623(UTC-07:00),-4095,8561,-6148,-5779,-4790,-3775
1686782935632,2023-06-14T15:48:55.632(UTC-07:00),-4201,8698,-5754,-4566,-4734,-5219
1686782935642,2023-06-14T15:48:55.642(UTC-07:00),-4259,9042,-5549,-3822,-4693,-6785
1686782935652,2023-06-14T15:48:55.652(UTC-07:00),-4301,9489,-5521,-3363,-4729,-8420
1686782935662,2023-06-14T15:48:55.662(UTC-07:00),-4095,9763,-5214,-2627,-4789,-10052
1686782935671,2023-06-14T15:48:55.671(UTC-07:00),-3708,9440,-5200,-1048,-4812,-11687
1686782935681,2023-06-14T15:48:55.681(UTC-07:00),-3165,8044,-4923,1397,-4737,-13365
1686782935691,2023-06-14T15:48:55.691(UTC-07:00),-2415,5741,-4814,4046,-4623,-14726
1686782935700,2023-06-14T15:48:55.700(UTC-07:00),-1750,2701,-4500,6328,-4588,-15668
1686782935710,2023-06-14T15:48:55.710(UTC-07:00),-1288,-272,-3966,7022,-4842,-16030
1686782935720,2023-06-14T15:48:55.720(UTC-07:00),-1246,-2342,-3216,5659,-5237,-16083
1686782935729,2023-06-14T15:48:55.729(UTC-07:00),-1559,-3202,-2156,2402,-5687,-15867
1686782935739,2023-06-14T15:48:55.739(UTC-07:00),-2354,-2876,-874,-1738,-6034,-15436
1686782935749,2023-06-14T15:48:55.749(UTC-07:00),-3337,-1764,750,-5147,-5939,-14962
1686782935759,2023-06-14T15:48:55.759(UTC-07:00),-4478,-638,2615,-6651,-5219,-14512
1686782935769,2023-06-14T15:48:55.769(UTC-07:00),-5610,4,4002,-5789,-3766,-13983
1686782935780,2023-06-14T15:48:55.780(UTC-07:00),-6336,256,4522,-2984,-1794,-13043
1686782935790,2023-06-14T15:48:55.790(UTC-07:00),-6489,214,4219,591,115,-11793
1686782935801,2023-06-14T15:48:55.801(UTC-07:00),-6215,-422,3777,3870,1507,-10493
1686782935811,2023-06-14T15:48:55.811(UTC-07:00),-6070,-1872,3353,6138,2317,-9302
1686782935822,2023-06-14T15:48:55.822(UTC-07:00),-5978,-3952,1247,6448,2976,-8017
1686782935832,2023-06-14T15:48:55.832(UTC-07:00),-4564,-5122,-1374,3827,3265,-6115
1686782935843,2023-06-14T15:48:55.843(UTC-07:00),-3584,-5546,-442,-1525,2650,-3766
1686782935853,2023-06-14T15:48:55.853(UTC-07:00),-4796,-5008,-16,-5729,2498,-1152
1686782935864,2023-06-14T15:48:55.864(UTC-07:00),-7067,-5161,520,-5641,3269,2113
1686782935874,2023-06-14T15:48:55.874(UTC-07:00),-8381,-6176,1008,-2776,4647,5793
1686782935885,2023-06-14T15:48:55.885(UTC-07:00),-8619,-6817,1893,-75,5962,9601
1686782935895,2023-06-14T15:48:55.895(UTC-07:00),-8440,-6570,2512,1586,7184,13215
1686782935906,2023-06-14T15:48:55.906(UTC-07:00),-7279,-5531,2312,2742,8501,16430
1686782935916,2023-06-14T15:48:55.916(UTC-07:00),-5973,-4133,2002,3880,9738,19090
1686782935927,2023-06-14T15:48:55.927(UTC-07:00),-4722,-2458,1076,4369,10934,21400
1686782935937,2023-06-14T15:48:55.937(UTC-07:00),-3358,-874,-183,3951,11901,23188
1686782935948,2023-06-14T15:48:55.948(UTC-07:00),-2429,642,-1822,2419,12423,24409
1686782935958,2023-06-14T15:48:55.958(UTC-07:00),-1794,3062,-4505,157,12682,25301
1686782935969,2023-06-14T15:48:55.969(UTC-07:00),-510,6108,-8820,-3361,12376,25623
1686782935979,2023-06-14T15:48:55.979(UTC-07:00),466,8443,-13199,-8284,10508,25350
1686782935990,2023-06-14T15:48:55.990(UTC-07:00),-318,10908,-16294,-13405,7314,24436
1686782936000,2023-06-14T15:48:56.000(UTC-07:00),-2502,15205,-14656,-21613,2627,22431
1686782936011,2023-06-14T15:48:56.011(UTC-07:00),-6726,18070,-8513,-26289,-1219,20056
1686782936021,2023-06-14T15:48:56.021(UTC-07:00),-9904,15139,-3858,-20750,-1269,17619
1686782936032,2023-06-14T15:48:56.032(UTC-07:00),-8028,11561,768,-7777,896,16808
1686782936042,2023-06-14T15:48:56.042(UTC-07:00),478,10504,-7149,3185,3584,15692
1686782936053,2023-06-14T15:48:56.053(UTC-07:00),7532,5896,-9204,3595,1671,14517
1686782936063,2023-06-14T15:48:56.063(UTC-07:00),8223,12272,-9730,-2872,-717,12541
1686782936074,2023-06-14T15:48:56.074(UTC-07:00),2383,20583,-7751,-8784,-2133,5785
1686782936084,2023-06-14T15:48:56.084(UTC-07:00),-3957,24404,-5485,-9460,-3265,-550
1686782936095,2023-06-14T15:48:56.095(UTC-07:00),-7401,24687,-4449,-6053,-3468,-5289
1686782936105,2023-06-14T15:48:56.105(UTC-07:00),-6627,22716,-3789,1317,-1992,-9737
1686782936116,2023-06-14T15:48:56.116(UTC-07:00),-3348,18912,-3112,10259,-198,-14383
1686782936126,2023-06-14T15:48:56.126(UTC-07:00),-378,14403,-3147,17145,596,-18493
1686782936137,2023-06-14T15:48:56.137(UTC-07:00),1484,9769,-3801,21572,410,-21813
1686782936147,2023-06-14T15:48:56.147(UTC-07:00),3045,4479,-4757,24592,-310,-24025
1686782936158,2023-06-14T15:48:56.158(UTC-07:00),3866,-748,-4970,25526,-1602,-25034
1686782936168,2023-06-14T15:48:56.168(UTC-07:00),3549,-5366,-4723,23765,-3150,-25447
1686782936179,2023-06-14T15:48:56.179(UTC-07:00),2518,-9037,-3807,20338,-4392,-25298
1686782936187,2023-06-14T15:48:56.187(UTC-07:00),705,-11366,-2488,15708,-5058,-24334
1686782936197,2023-06-14T15:48:56.197(UTC-07:00),-1485,-12379,-1740,10188,-5199,-22733
1686782936206,2023-06-14T15:48:56.206(UTC-07:00),-4049,-12068,-1686,4500,-4814,-20618
1686782936215,2023-06-14T15:48:56.215(UTC-07:00),-6650,-10770,-957,-786,-3992,-18367
1686782936224,2023-06-14T15:48:56.224(UTC-07:00),-8392,-4777,-1333,-6541,-3370,-15865
1686782936233,2023-06-14T15:48:56.233(UTC-07:00),-9671,-770,-1224,-10756,-3245,-14629
1686782936242,2023-06-14T15:48:56.242(UTC-07:00),-11164,72,-722,-8230,-2194,-13601
1686782936251,2023-06-14T15:48:56.251(UTC-07:00),-14008,588,-3395,-3435,-1104,-10108
1686782936260,2023-06-14T15:48:56.260(UTC-07:00),-17008,-528,-65,155,-1104,-7978
1686782936269,2023-06-14T15:48:56.269(UTC-07:00),-15341,-2912,-689,1211,-1912,-6774
1686782936278,2023-06-14T15:48:56.278(UTC-07:00),-6044,-94,1886,-594,-908,342
1686782936287,2023-06-14T15:48:56.287(UTC-07:00),705,776,505,-1055,1188,7936
1686782936296,2023-06-14T15:48:56.296(UTC-07:00),581,-3541,206,829,2943,12915
1686782936305,2023-06-14T15:48:56.305(UTC-07:00),-3381,-7896,-1728,-1866,3226,14752
1686782936314,2023-06-14T15:48:56.314(UTC-07:00),-2465,-3985,-1953,-9171,2817,18890
1686782936323,2023-06-14T15:48:56.323(UTC-07:00),-2778,1789,-1002,-16290,2003,22515
1686782936332,2023-06-14T15:48:56.332(UTC-07:00),-3105,6342,-1101,-20773,1346,23721
1686782936341,2023-06-14T15:48:56.341(UTC-07:00),-3587,11662,-1100,-24632,635,23074
1686782936350,2023-06-14T15:48:56.350(UTC-07:00),-4576,19572,-4800,-31200,-571,21321
1686782936359,2023-06-14T15:48:56.359(UTC-07:00),-7049,26312,-6077,-32768,-3312,18571
1686782936369,2023-06-14T15:48:56.369(UTC-07:00),-13527,32767,-9046,-32768,-5964,13672
1686782936380,2023-06-14T15:48:56.380(UTC-07:00),-20162,32767,-11176,-29717,-6694,7686
1686782936390,2023-06-14T15:48:56.390(UTC-07:00),-20556,17608,-8996,-4346,-4498,2690
1686782936401,2023-06-14T15:48:56.401(UTC-07:00),-10975,4979,-4219,19698,176,4082
1686782936411,2023-06-14T15:48:56.411(UTC-07:00),-9157,-2021,-2043,29625,449,7376
1686782936422,2023-06-14T15:48:56.422(UTC-07:00),-8962,-8828,517,28558,-517,8689
1686782936432,2023-06-14T15:48:56.432(UTC-07:00),4126,-11414,-3113,16696,3612,12521
1686782936443,2023-06-14T15:48:56.443(UTC-07:00),13390,-553,-988,-3556,6517,13062
1686782936453,2023-06-14T15:48:56.453(UTC-07:00),11367,12895,-5118,-10092,3597,3492
1686782936464,2023-06-14T15:48:56.464(UTC-07:00),6506,11563,-5585,-6502,-2153,-5866
1686782936474,2023-06-14T15:48:56.474(UTC-07:00),-285,10188,3679,-4184,1990,-17226
1686782936485,2023-06-14T15:48:56.485(UTC-07:00),-7098,15410,1175,-5385,-1117,-23359
1686782936495,2023-06-14T15:48:56.495(UTC-07:00),-5186,8606,-438,5526,-733,-20685
1686782936506,2023-06-14T15:48:56.506(UTC-07:00),-3117,-1672,-1137,19806,2014,-19896
1686782936516,2023-06-14T15:48:56.516(UTC-07:00),-2942,-7928,-2427,26466,2796,-17851
1686782936527,2023-06-14T15:48:56.527(UTC-07:00),-4446,-12418,-1199,24460,2066,-13896
1686782936537,2023-06-14T15:48:56.537(UTC-07:00),-6830,-16093,-1985,18449,1050,-9452
1686782936548,2023-06-14T15:48:56.548(UTC-07:00),-7329,-18384,-2222,8702,1203,-4540
1686782936558,2023-06-14T15:48:56.558(UTC-07:00),-6644,-17028,-1408,-2046,1314,140
1686782936569,2023-06-14T15:48:56.569(UTC-07:00),-6028,-8057,-2475,-14526,795,3920
1686782936578,2023-06-14T15:48:56.578(UTC-07:00),-5423,4980,-3049,-26435,-1620,5110
1686782936588,2023-06-14T15:48:56.588(UTC-07:00),-8518,11283,-905,-26522,-4402,4607
1686782936598,2023-06-14T15:48:56.598(UTC-07:00),-9823,14726,160,-19619,-3644,4830
1686782936608,2023-06-14T15:48:56.608(UTC-07:00),-9498,15069,1539,-11179,-1766,4522
